name,company,year,Price,kms_driven,fuel_type
Audi Q3 20 TDI quattro Premium,Audi,2013,1499000.0,37000.0,Diesel
Mahindra Bolero DI BSII,Mahindra,2012,220000.0,59466.0,Diesel
Ford Figo Duratorq Diesel Titanium 14,Ford,2012,250000.0,99000.0,Diesel
Maruti Suzuki Wagon R VXI BS IV,Maruti Suzuki,2018,395000.0,25500.0,Petrol
Mahindra Logan Diesel 15 DLS,Mahindra,2009,130000.0,66000.0,Petrol
Tata Nano GenX XMA,Tata,2010,32000.0,44005.0,Petrol
Mahindra TUV300 T4 Plus,Mahindra,2016,540000.0,35000.0,Diesel
Hyundai Elite i20 Magna 12,Hyundai,2015,405000.0,28000.0,Petrol
Hyundai Elite i20 Magna 12,Hyundai,2015,400000.0,30000.0,Petrol
Honda City SV,Honda,2017,760000.0,4000.0,Petrol
Maruti Suzuki Baleno Delta 12,Maruti Suzuki,2016,500000.0,28000.0,Petrol
Ford Figo Petrol LXI,Ford,2011,175000.0,75000.0,Petrol
Honda City,Honda,2017,750000.0,3000.0,Petrol
Hyundai Elite i20 Magna 12,Hyundai,2015,419000.0,20000.0,Petrol
Maruti Suzuki Versa DX2 8 SEATER BSIII,Maruti Suzuki,2004,90000.0,50000.0,Petrol
Hyundai Eon Era Plus,Hyundai,2018,140000.0,2110.0,Petrol
Mitsubishi Pajero Sport Limited Edition,Mitsubishi,2015,1540000.0,43222.0,Petrol
Hyundai i10 Magna 12 Kappa2,Hyundai,2008,275000.0,100.0,Petrol
Toyota Corolla H2,Toyota,2003,150000.0,100.0,Petrol
Maruti Suzuki Swift Dzire Tour VXi,Maruti Suzuki,2011,230000.0,65.0,Petrol
Tata Indigo CS eLS BS IV,Tata,2015,123000.0,100.0,Diesel
Hyundai Xcent Base 11 CRDi,Hyundai,2016,300000.0,140.0,Diesel
Hyundai Accent Executive Edition,Hyundai,2009,165000.0,48000.0,Petrol
Maruti Suzuki Baleno Delta 12,Maruti Suzuki,2016,498000.0,22000.0,Petrol
Tata Zest XE 75 PS Diesel,Tata,2018,480000.0,103.0,Diesel
Maruti Suzuki Dzire LDI,Maruti Suzuki,2017,488000.0,80000.0,Diesel
Tata Sumo Gold LX BS IV,Tata,2014,250000.0,99000.0,Diesel
Toyota Corolla Altis GL Petrol,Toyota,2010,220000.0,58000.0,Petrol
Maruti Suzuki Eeco 7 STR,Maruti Suzuki,2013,290000.0,70000.0,LPG
Toyota Fortuner 30 4x2 MT,Toyota,2015,1525000.0,120.0,Diesel
Mahindra XUV500 W6,Mahindra,2013,548900.0,49800.0,Diesel
Tata Tigor Revotron XZ,Tata,2019,650000.0,100.0,Diesel
Maruti Suzuki 800,Maruti Suzuki,2001,55000.0,81876.0,Petrol
Maruti Suzuki Ertiga Vxi,Maruti Suzuki,2015,550000.0,75000.0,Petrol
Honda Mobilio S i DTEC,Honda,2014,399000.0,44000.0,Diesel
Maruti Suzuki Ertiga,Maruti Suzuki,2016,730000.0,55000.0,Diesel
Maruti Suzuki Vitara Brezza,Maruti Suzuki,2017,725000.0,36000.0,Diesel
Hyundai Verna 16 CRDI E,Hyundai,2016,195000.0,56000.0,Diesel
Maruti Suzuki Swift VXI BSIII,Maruti Suzuki,2007,130000.0,62000.0,Petrol
Maruti Suzuki Omni Select Variant,Maruti Suzuki,2014,190000.0,6020.0,Petrol
Honda Amaze,Honda,2013,250000.0,55700.0,Diesel
Tata Indica,Tata,2005,80000.0,42000.0,Petrol
Hyundai Santro Xing,Hyundai,2003,120000.0,50000.0,Petrol
Maruti Suzuki Zen Estilo,Maruti Suzuki,2010,149000.0,35000.0,Petrol
Maruti Suzuki Wagon R LXI BS IV,Maruti Suzuki,2014,250000.0,18500.0,Petrol
Maruti Suzuki Wagon R,Maruti Suzuki,2007,120000.0,7000.0,Petrol
Honda Brio VX AT,Honda,2017,450000.0,11000.0,Petrol
Maruti Suzuki Zen LXi BSII,Maruti Suzuki,2003,99999.0,53000.0,Petrol
Maruti Suzuki Zen Estilo LXI Green CNG,Maruti Suzuki,2008,135000.0,23000.0,Petrol
Maruti Suzuki Wagon R Select Variant,Maruti Suzuki,2016,225000.0,35500.0,Diesel
Maruti Suzuki Alto LXi BS III,Maruti Suzuki,2010,99000.0,22134.0,Petrol
Renault Kwid RXT,Renault,2019,370000.0,1000.0,Petrol
Tata Nano Lx BSIV,Tata,2010,52000.0,9000.0,Petrol
Jaguar XE XE Portfolio,Jaguar,2016,2800000.0,8500.0,Petrol
Hyundai Eon Magna Plus,Hyundai,2014,190000.0,35000.0,Petrol
Honda City 15 S MT,Honda,2014,499000.0,22000.0,Petrol
Hindustan Motors Ambassador,Hindustan Motors,2002,90000.0,25000.0,Diesel
Maruti Suzuki Ritz GENUS VXI,Maruti Suzuki,2010,149000.0,40000.0,Petrol
Hyundai Grand i10 Magna AT 12 Kappa VTVT,Hyundai,2017,400000.0,20000.0,Petrol
Hyundai Eon D Lite Plus,Hyundai,2016,120000.0,87000.0,Petrol
Maruti Suzuki Swift Dzire VXi 12 BS IV,Maruti Suzuki,2015,250000.0,55000.0,Petrol
Maruti Suzuki Wagon R VXI BS IV,Maruti Suzuki,2017,375000.0,23000.0,Petrol
Honda Amaze 12 VX i VTEC,Honda,2014,381000.0,6000.0,Petrol
Maruti Suzuki Estilo VXi ABS BS IV,Maruti Suzuki,2013,180000.0,65000.0,Petrol
Maruti Suzuki Vitara Brezza LDi O,Maruti Suzuki,2016,580000.0,25000.0,Diesel
Maruti Suzuki Eeco 5 STR WITH AC HTR,Maruti Suzuki,2015,278000.0,39000.0,Petrol
Hyundai Creta 16 SX Plus Petrol AT,Hyundai,2016,1000000.0,8000.0,Petrol
Mahindra Scorpio Vlx BSIV,Mahindra,2013,690000.0,75000.0,Diesel
Maruti Suzuki Ertiga VDi,Maruti Suzuki,2012,480000.0,51000.0,Diesel
Mitsubishi Lancer 18 LXi,Mitsubishi,2006,85000.0,50000.0,Petrol
Maruti Suzuki Maruti 800 AC,Maruti Suzuki,2001,40000.0,75000.0,Petrol
Maruti Suzuki Alto 800 LXI CNG O,Maruti Suzuki,2015,90000.0,55800.0,Petrol
Hyundai Grand i10 Magna 12 Kappa VTVT,Hyundai,2015,340000.0,53000.0,Petrol
Hyundai Eon D Lite Plus,Hyundai,2018,260000.0,25000.0,Petrol
Ford Fiesta SXi 16 ABS,Ford,2009,250000.0,56400.0,Petrol
Maruti Suzuki Ritz VDi,Maruti Suzuki,2010,180000.0,72160.0,Diesel
Hyundai Verna Fluidic New,Hyundai,2012,350000.0,10000.0,Diesel
Maruti Suzuki Wagon R LXi BS III,Maruti Suzuki,2006,90001.0,48000.0,Petrol
Maruti Suzuki Estilo LX BS IV,Maruti Suzuki,2007,115000.0,36000.0,Petrol
Audi A6 20 TDI Premium,Audi,2012,1599000.0,11500.0,Diesel
Maruti Suzuki Wagon R LXi BS III,Maruti Suzuki,2003,130000.0,133.0,Petrol
Maruti Suzuki Wagon R,Maruti Suzuki,2009,159000.0,27000.0,Petrol
Maruti Suzuki Wagon R,Maruti Suzuki,2009,160000.0,35000.0,Petrol
Maruti Suzuki Alto,Maruti Suzuki,2010,110000.0,55000.0,Petrol
Maruti Suzuki Baleno Sigma 12,Maruti Suzuki,2016,425000.0,40000.0,Petrol
Hyundai Verna 16 SX VTVT AT,Hyundai,2019,900000.0,2000.0,Petrol
Maruti Suzuki Swift GLAM,Maruti Suzuki,2009,150000.0,45000.0,Petrol
Hyundai Getz Prime 13 GVS,Hyundai,2009,110000.0,20000.0,Petrol
Hyundai Santro,Hyundai,2000,51999.0,88000.0,Petrol
Hyundai Getz Prime 13 GLX,Hyundai,2009,115000.0,20000.0,Petrol
Chevrolet Beat PS Diesel,Chevrolet,2012,215000.0,65422.0,Diesel
Ford EcoSport Trend 15 Ti VCT,Ford,2017,580000.0,10000.0,Petrol
Maruti Suzuki Dzire ZXI,Maruti Suzuki,2013,380000.0,35000.0,Petrol
Hyundai Fluidic Verna 16 CRDi SX,Hyundai,2013,350000.0,117.0,Diesel
Tata Indica V2 DLG,Tata,2005,35000.0,150.0,Diesel
BMW X1 xDrive20d xLine,BMW,2011,1150000.0,72000.0,Diesel
Hyundai i20 Asta 12,Hyundai,2010,300000.0,10750.0,Petrol
Honda City 15 V AT,Honda,2009,269000.0,55000.0,Petrol
Tata Nano,Tata,2013,60000.0,6800.0,Petrol
Chevrolet Cruze LTZ AT,Chevrolet,2014,400000.0,41000.0,Diesel
Hyundai Verna Fluidic New,Hyundai,2015,430000.0,73000.0,Diesel
Maruti Suzuki Swift Dzire VDi,Maruti Suzuki,2011,140000.0,65000.0,Diesel
Mahindra XUV500 W6,Mahindra,2014,8500003.0,45000.0,Diesel
Mahindra XUV500 W10,Mahindra,2018,1299000.0,40000.0,Diesel
Maruti Suzuki Alto K10 LXi CNG,Maruti Suzuki,2014,199000.0,37000.0,Petrol
Hyundai Accent GLE,Hyundai,2006,90000.0,55000.0,Petrol
Force Motors One SUV,Force Motors,2013,550000.0,140.0,Diesel
Maruti Suzuki Alto,Maruti Suzuki,2019,265000.0,9800.0,Petrol
Chevrolet Spark 10 LT,Chevrolet,2011,100000.0,27000.0,Petrol
Hyundai i10,Hyundai,2009,215000.0,27000.0,Petrol
Toyota Etios Liva GD,Toyota,2012,380000.0,20000.0,Diesel
Renault Duster 85PS Diesel RxL Optional with Nav,Renault,2013,401919.0,57923.0,Diesel
Chevrolet Enjoy,Chevrolet,2014,490000.0,30201.0,Diesel
Maruti Suzuki Alto 800 Lxi,Maruti Suzuki,2017,280000.0,6200.0,Petrol
BMW 5 Series 530i,BMW,2009,650000.0,37518.0,Petrol
Toyota Etios Liva G,Toyota,2014,160000.0,24652.0,Petrol
Mahindra Jeep MM 550 XDB,Mahindra,2004,424000.0,383.0,Diesel
Chevrolet Beat LS Diesel,Chevrolet,2016,225000.0,95000.0,Diesel
Chevrolet Cruze LTZ,Chevrolet,2011,350000.0,35000.0,Diesel
Jeep Wrangler Unlimited 4x4 Diesel,Jeep,2015,950000.0,3528.0,Diesel
Maruti Suzuki Ertiga VDi,Maruti Suzuki,2013,485000.0,52500.0,Diesel
Hyundai Verna VGT CRDi SX ABS,Hyundai,2010,205000.0,47900.0,Diesel
Maruti Suzuki Omni,Maruti Suzuki,2012,160000.0,14000.0,Petrol
Maruti Suzuki Celerio VDi,Maruti Suzuki,2018,310000.0,37000.0,Petrol
Tata Zest Quadrajet 13,Tata,2017,180000.0,90000.0,Diesel
Mahindra XUV500 W6,Mahindra,2013,549900.0,52800.0,Diesel
Tata Indigo CS eLX BS IV,Tata,2016,150000.0,104.0,Diesel
Hyundai i10 Era,Hyundai,2011,175000.0,30000.0,Petrol
Tata Indigo eCS LX TDI BS III,Tata,2014,95000.0,195.0,Diesel
Tata Indigo LX TDI BS III,Tata,2016,230000.0,104.0,Diesel
Tata Indigo eCS LX CR4 BS IV,Tata,2016,230000.0,104.0,Diesel
Tata Indigo Marina LS,Tata,2004,180000.0,70000.0,Diesel
Hyundai Xcent SX 12,Hyundai,2015,400000.0,43000.0,Diesel
Hyundai Eon Magna Plus,Hyundai,2013,185000.0,23000.0,Petrol
Renault Duster 85 PS RxL Diesel,Renault,2015,385000.0,51000.0,Diesel
Maruti Suzuki Alto K10 LXi CNG,Maruti Suzuki,2009,90000.0,62000.0,Petrol
Tata Nano LX Special Edition,Tata,2010,32000.0,48008.0,Petrol
Renault Duster 110 PS RxZ Diesel,Renault,2013,435000.0,39000.0,Diesel
Maruti Suzuki Wagon R AX BSIV,Maruti Suzuki,2010,225000.0,40000.0,Petrol
Maruti Suzuki Swift,Maruti Suzuki,2006,189700.0,48247.0,Petrol
Maruti Suzuki Ertiga,Maruti Suzuki,2012,389700.0,39000.0,Diesel
Maruti Suzuki Swift VXi 12 ABS BS IV,Maruti Suzuki,2014,365000.0,23000.0,Petrol
Maruti Suzuki Alto K10 New,Maruti Suzuki,2017,360000.0,9400.0,Petrol
Hyundai i20 Magna,Hyundai,2010,210000.0,50000.0,Petrol
Hyundai i10 Magna 12,Hyundai,2009,170000.0,75000.0,Petrol
Tata Zest XE 75 PS Diesel,Tata,2017,380000.0,70000.0,Diesel
Mahindra Xylo E8,Mahindra,2009,295000.0,64000.0,Diesel
Toyota Corolla Altis GL Petrol,Toyota,2010,185000.0,55000.0,Petrol
Tata Manza Aqua Quadrajet,Tata,2014,160000.0,200.0,Diesel
Renault Kwid 10,Renault,2018,290000.0,2137.0,Petrol
Tata Venture EX 8 STR,Tata,2013,100000.0,30000.0,Diesel
Maruti Suzuki Swift Dzire Tour LXi,Maruti Suzuki,2014,315000.0,44000.0,Petrol
Skoda Octavia Classic 19 TDI MT,Skoda,2006,114990.0,65000.0,Diesel
Maruti Suzuki Omni LPG BS IV,Maruti Suzuki,2012,120000.0,160.0,LPG
Chevrolet Beat Diesel,Chevrolet,2011,125000.0,56000.0,Diesel
Tata Sumo Gold EX BS IV,Tata,2012,210000.0,75000.0,Diesel
Hyundai Verna 16 CRDI SX,Hyundai,2018,855000.0,42000.0,Diesel
Mahindra Scorpio 26 CRDe,Mahindra,2007,260000.0,56000.0,Diesel
Maruti Suzuki Zen LXi BS III,Maruti Suzuki,2002,95000.0,10544.0,Petrol
Maruti Suzuki Swift Dzire VXi 12 BS IV,Maruti Suzuki,2011,255000.0,64000.0,Petrol
Mahindra Scorpio SLX 26 Turbo 8 Str,Mahindra,2008,300000.0,70000.0,Diesel
Hyundai Grand i10 Sportz 12 Kappa VTVT,Hyundai,2014,340000.0,25000.0,Petrol
Hyundai Elite i20 Sportz 12,Hyundai,2017,550000.0,15000.0,Petrol
Ford Ikon 16 Nxt,Ford,2003,60000.0,50000.0,Petrol
Toyota Innova 25 V 7 STR,Toyota,2011,750000.0,147.0,Diesel
Nissan Sunny XL,Nissan,2011,230000.0,52000.0,Petrol
Chevrolet Beat LT Diesel,Chevrolet,2012,130000.0,90001.0,Diesel
Maruti Suzuki Alto 800 Lxi,Maruti Suzuki,2017,270000.0,21000.0,Petrol
Maruti Suzuki Swift VDi BS IV,Maruti Suzuki,2012,280000.0,48006.0,Diesel
Maruti Suzuki Swift,Maruti Suzuki,2012,280000.0,48006.0,Diesel
Toyota Innova 20 G4,Toyota,2012,600000.0,80000.0,Diesel
Maruti Suzuki Swift VDi ABS,Maruti Suzuki,2010,190000.0,74000.0,Diesel
Hyundai Elite i20 Asta 12,Hyundai,2015,500000.0,22000.0,Petrol
Mahindra XUV500 W10,Mahindra,2016,1065000.0,41000.0,Diesel
Volkswagen Polo Trendline 15L D,Volkswagen,2015,350000.0,25000.0,Diesel
Toyota Etios Liva Diesel,Toyota,2012,350000.0,85000.0,Diesel
Mahindra TUV300 T4 Plus,Mahindra,2016,540000.0,29500.0,Diesel
Hyundai Elite i20 Asta 12,Hyundai,2015,470000.0,30000.0,Petrol
Hyundai Santro Xing GLS,Hyundai,2014,179000.0,57000.0,Petrol
Maruti Suzuki Zen LXi BS III,Maruti Suzuki,2003,48000.0,60000.0,Petrol
Maruti Suzuki Ciaz ZXi Plus RS,Maruti Suzuki,2016,650000.0,50000.0,Petrol
Hyundai Eon Era Plus,Hyundai,2013,190000.0,39700.0,Petrol
Hyundai Elantra 18 S,Hyundai,2012,500000.0,65000.0,Petrol
Maruti Suzuki Swift VDi,Maruti Suzuki,2010,270000.0,67000.0,Diesel
Maruti Suzuki Zen Estilo LXI Green CNG,Maruti Suzuki,2008,125000.0,46000.0,Petrol
Hyundai Eon Era Plus,Hyundai,2012,188000.0,38000.0,Petrol
Hyundai Grand i10 Magna 12 Kappa VTVT,Hyundai,2016,380000.0,27000.0,Petrol
Hyundai Verna Fluidic New,Hyundai,2011,365000.0,43000.0,Diesel
Ford EcoSport Trend 15L Ti VCT,Ford,2014,465000.0,47000.0,Petrol
Hyundai i20 Magna,Hyundai,2011,240000.0,42000.0,Petrol
Chevrolet Beat Diesel,Chevrolet,2016,179999.0,19336.0,Diesel
Tata Indica eV2 LS,Tata,2015,140000.0,60105.0,Diesel
Jaguar XF 22 Diesel Luxury,Jaguar,2013,2190000.0,29000.0,Diesel
Audi Q5 20 TDI quattro Premium Plus,Audi,2014,2390000.0,34000.0,Diesel
BMW 3 Series 320d Sedan,BMW,2011,1075000.0,35000.0,Diesel
Maruti Suzuki Swift ZXi 12 BS IV,Maruti Suzuki,2015,475000.0,22000.0,Petrol
BMW X1 sDrive20d,BMW,2012,1025000.0,41000.0,Diesel
Maruti Suzuki S Cross Sigma 13,Maruti Suzuki,2016,615000.0,21000.0,Diesel
Maruti Suzuki Ertiga LDi,Maruti Suzuki,2013,475000.0,48000.0,Diesel
Maruti Suzuki Alto K10 VXi AMT,Maruti Suzuki,2016,270000.0,38000.0,Petrol
Honda City SV,Honda,2014,475000.0,34000.0,Diesel
Volkswagen Vento Comfortline Petrol,Volkswagen,2011,240000.0,45933.0,Petrol
Honda City 15 EXi New,Honda,2005,120000.0,68000.0,Petrol
Audi A4 20 TDI 177bhp Premium,Audi,2016,1900000.0,44000.0,Diesel
Mahindra KUV100,Mahindra,2017,360000.0,35000.0,Diesel
Tata Zest XE 75 PS Diesel,Tata,2018,450000.0,102.0,Diesel
Mahindra XUV500 W8,Mahindra,2015,900000.0,28600.0,Diesel
Maruti Suzuki Swift Dzire Tour VDi,Maruti Suzuki,2017,650000.0,41800.0,Diesel
Tata Sumo Gold LX BS IV,Tata,2014,275000.0,116.0,Diesel
Maruti Suzuki Swift Dzire VXi 12 BS IV,Maruti Suzuki,2009,210000.0,59000.0,Petrol
Mahindra Scorpio 26 SLX,Mahindra,2004,175000.0,58000.0,Diesel
Maruti Suzuki Omni 8 STR BS III,Maruti Suzuki,2009,85000.0,45000.0,Petrol
Mitsubishi Pajero Sport Limited Edition,Mitsubishi,2015,1490000.0,42590.0,Diesel
Renault Duster,Renault,2014,800000.0,7400.0,Diesel
Volkswagen Jetta Comfortline 19 TDI AT,Volkswagen,2009,450000.0,54500.0,Diesel
Maruti Suzuki Ertiga Vxi,Maruti Suzuki,2012,1000000.0,200.0,Diesel
Audi A4 20 TDI 177bhp Premium,Audi,2013,1510000.0,27000.0,Diesel
Volvo S80 Summum D4,Volvo,2015,1850000.0,42000.0,Diesel
Toyota Corolla Altis VL AT Petrol,Toyota,2014,790000.0,29000.0,Petrol
Mitsubishi Pajero Sport 25 AT,Mitsubishi,2015,1725000.0,37000.0,Diesel
Chevrolet Beat LT Petrol,Chevrolet,2012,135000.0,36000.0,Petrol
BMW X1,BMW,2011,1000000.0,34000.0,Diesel
Datsun Redi GO S,Datsun,2018,299999.0,7000.0,Petrol
Mercedes Benz C Class C 220 CDI Avantgarde,Mercedes Benz,2009,1225000.0,76000.0,Diesel
Mahindra Scorpio SLX,Mahindra,2004,175000.0,60000.0,Diesel
Volkswagen Vento Comfortline Diesel,Volkswagen,2011,200000.0,95000.0,Diesel
Tata Indigo CS GLS,Tata,2017,270000.0,50000.0,Diesel
Honda City ZX GXi,Honda,2006,180000.0,50000.0,Petrol
Maruti Suzuki Wagon R Duo Lxi,Maruti Suzuki,2008,140000.0,68000.0,Petrol
Ford EcoSport Trend 15L TDCi,Ford,2014,400000.0,16000.0,Petrol
Maruti Suzuki Swift Dzire VDi,Maruti Suzuki,2016,499000.0,51000.0,Diesel
Maruti Suzuki Omni 8 STR BS III,Maruti Suzuki,2009,85000.0,56000.0,Petrol
Maruti Suzuki Zen LX BSII,Maruti Suzuki,2004,70000.0,100.0,Petrol
Renault Duster RxL Petrol,Renault,2015,550000.0,36000.0,Petrol
Maruti Suzuki Swift VXi 12 BS IV,Maruti Suzuki,2014,370000.0,11523.0,Petrol
Maruti Suzuki Baleno Zeta 12,Maruti Suzuki,2018,690000.0,1000.0,Petrol
Honda WR V S MT Petrol,Honda,2009,250000.0,60000.0,Petrol
Tata Indigo CS eLX BS IV,Tata,2016,110000.0,85000.0,Diesel
Renault Duster 110 PS RxL Diesel,Renault,2013,490000.0,38600.0,Diesel
Mahindra Scorpio LX BS III,Mahindra,2009,320000.0,95500.0,Diesel
Maruti Suzuki Zen LXi BS III,Maruti Suzuki,2004,68000.0,56000.0,Petrol
Maruti Suzuki Wagon R LXi BS III,Maruti Suzuki,2014,130000.0,37458.0,Petrol
Maruti Suzuki SX4 Celebration Diesel,Maruti Suzuki,2016,970000.0,85960.0,Diesel
Audi A3 Cabriolet 40 TFSI,Audi,2015,3100000.0,12516.0,Petrol
Hyundai Eon D Lite Plus,Hyundai,2018,280000.0,35000.0,Petrol
Mahindra Scorpio SLX,Mahindra,2008,285000.0,80000.0,Diesel
Hyundai Santro AE GLS Audio,Hyundai,2011,165000.0,45000.0,Petrol
Maruti Suzuki Swift Dzire Tour VDi,Maruti Suzuki,2009,250000.0,51000.0,Diesel
Mahindra Xylo D2 BS IV,Mahindra,2011,390000.0,48000.0,Diesel
Hyundai Santro,Hyundai,2003,60000.0,51000.0,Petrol
Chevrolet Beat LT Diesel,Chevrolet,2015,215000.0,90000.0,Diesel
Maruti Suzuki Swift Dzire VDi,Maruti Suzuki,2015,475000.0,43000.0,Diesel
Mahindra XUV500 W8,Mahindra,2015,899000.0,53000.0,Diesel
Toyota Fortuner 30 4x4 MT,Toyota,2013,1499000.0,97000.0,Diesel
Maruti Suzuki Alto K10 VXi,Maruti Suzuki,2013,240000.0,20000.0,Petrol
Hyundai Getz GLE,Hyundai,2007,99000.0,55000.0,Petrol
Maruti Suzuki Swift Dzire Tour LDi,Maruti Suzuki,2014,260000.0,120.0,Diesel
Hyundai Santro Xing XL AT eRLX Euro III,Hyundai,2007,115000.0,46000.0,Petrol
Hyundai Santro Xing XL eRLX Euro III,Hyundai,2009,88000.0,43200.0,Petrol
Mahindra Xylo D2 BS IV,Mahindra,2011,390000.0,56000.0,Diesel
Hyundai Santro Xing XL eRLX Euro III,Hyundai,2007,135000.0,42000.0,Petrol
Tata Indica V2 DLS BS III,Tata,2009,90000.0,30600.0,Diesel
Hyundai i10 Sportz 12,Hyundai,2011,220000.0,38000.0,Petrol
Hyundai Grand i10 Magna 12 Kappa VTVT,Hyundai,2017,424999.0,2550.0,Petrol
Hyundai Santro Xing XL AT eRLX Euro III,Hyundai,2007,135000.0,47000.0,Petrol
Honda City 15 E MT,Honda,2005,95000.0,41000.0,Petrol
Nissan Micra XL,Nissan,2017,430000.0,62500.0,Diesel
Honda City 15 S Inspire,Honda,2005,115000.0,68000.0,Petrol
Maruti Suzuki Alto 800 Lxi,Maruti Suzuki,2015,215000.0,50000.0,Petrol
Maruti Suzuki Wagon R LX BS III,Maruti Suzuki,2004,53000.0,69000.0,Petrol
Maruti Suzuki Ertiga VDi,Maruti Suzuki,2012,500000.0,48000.0,Diesel
Tata Indica eV2 eXeta eGLX,Tata,2012,85000.0,55000.0,Diesel
Maruti Suzuki Omni E 8 STR BS IV,Maruti Suzuki,2013,165000.0,25000.0,Petrol
Hyundai Eon Era Plus,Hyundai,2014,200000.0,28400.0,Petrol
Hyundai Eon,Hyundai,2014,200000.0,28000.0,Petrol
Maruti Suzuki Swift LDi,Maruti Suzuki,2015,425000.0,42000.0,Diesel
Hyundai Verna 16 CRDI SX Plus AT,Hyundai,2012,600000.0,29000.0,Diesel
Chevrolet Tavera LS B3 10 Seats BSII,Chevrolet,2005,130000.0,68485.0,Diesel
Tata Tiago Revotron XM,Tata,2018,430000.0,3500.0,Petrol
Maruti Suzuki Zen LXi BS III,Maruti Suzuki,2006,71000.0,32000.0,Petrol
Mahindra KUV100 K8 D 6 STR,Mahindra,2018,560000.0,8000.0,Diesel
Ford EcoSport Titanium 15 TDCi,Ford,2014,590000.0,34000.0,Diesel
Hindustan Motors Ambassador Classic Mark 4  Befo,Hindustan Motors,1995,750000.0,37000.0,Petrol
Ford Fusion 14 TDCi Diesel,Ford,2007,125000.0,85455.0,Diesel
Hyundai Santro Xing XL AT eRLX Euro III,Hyundai,2007,135000.0,46000.0,Petrol
Hyundai Santro,Hyundai,2002,60000.0,47000.0,Petrol
Fiat Linea Emotion 14 L T Jet Petrol,Fiat,2009,120000.0,64000.0,Petrol
Ford Ikon 13 Flair Josh 100,Ford,2008,95000.0,46000.0,Petrol
Maruti Suzuki Omni E 8 STR BS IV,Maruti Suzuki,2017,240000.0,8000.0,Petrol
Tata Indica V2 LS,Tata,2012,115000.0,64000.0,Diesel
Mahindra Scorpio S4,Mahindra,2015,795000.0,63000.0,Diesel
Hyundai Santro Xing XL eRLX Euro III,Hyundai,2007,55000.0,65000.0,Petrol
Mahindra Xylo D2,Mahindra,2009,300000.0,62000.0,Diesel
Hyundai Grand i10 Asta 12 Kappa VTVT,Hyundai,2014,320000.0,41000.0,Petrol
Maruti Suzuki Alto 800 Lxi,Maruti Suzuki,2015,265000.0,14000.0,Petrol
Toyota Corolla,Toyota,2006,160000.0,40000.0,Petrol
Hyundai Eon Magna,Hyundai,2017,300000.0,1600.0,Petrol
Tata Sumo Grande MKII GX,Tata,2010,130000.0,90000.0,Diesel
Maruti Suzuki Swift VDi,Maruti Suzuki,2011,250000.0,58000.0,Diesel
Volkswagen Polo Highline12L P,Volkswagen,2013,380000.0,27000.0,Petrol
Maruti Suzuki Alto 800 Lx,Maruti Suzuki,2003,42000.0,60000.0,Petrol
Tata Tiago Revotron XZ,Tata,2017,400000.0,31000.0,Petrol
Maruti Suzuki Swift LDi,Maruti Suzuki,2009,120000.0,90000.0,Diesel
Maruti Suzuki Swift VDi,Maruti Suzuki,2009,120000.0,90000.0,Diesel
Tata Indigo eCS,Tata,2016,130000.0,150.0,Diesel
Chevrolet Beat LS Diesel,Chevrolet,2014,189000.0,31000.0,Diesel
Mahindra Xylo E8 BS IV,Mahindra,2011,365000.0,43000.0,Diesel
Hyundai Eon D Lite Plus,Hyundai,2013,170000.0,20000.0,Petrol
Tata Sumo Gold FX BSIII,Tata,2013,215000.0,100.0,Petrol
Tata Nano,Tata,2013,60000.0,7000.0,Petrol
Hyundai Elite i20,Hyundai,2017,599999.0,31000.0,Petrol
Hyundai i10 Magna 12 Kappa2,Hyundai,2009,400000.0,33000.0,Petrol
Hyundai Creta,Hyundai,2016,900000.0,60000.0,Diesel
Volkswagen Polo,Volkswagen,2013,299999.0,48000.0,Diesel
Maruti Suzuki Dzire,Maruti Suzuki,2014,374999.0,33000.0,Petrol
Tata Bolt XM Petrol,Tata,2015,600000.0,15000.0,Petrol
Maruti Suzuki Alto 800 Lx,Maruti Suzuki,2005,70000.0,47000.0,Petrol
Maruti Suzuki Alto,Maruti Suzuki,2005,100000.0,40000.0,Petrol
Maruti Suzuki Ritz,Maruti Suzuki,2010,150000.0,38000.0,Diesel
Maruti Suzuki Alto 800 Lxi,Maruti Suzuki,2017,225000.0,12500.0,Petrol
Maruti Suzuki Dzire,Maruti Suzuki,2009,210000.0,42000.0,Petrol
Hyundai i20 Asta,Hyundai,2014,425000.0,31000.0,Petrol
Maruti Suzuki Swift Select Variant,Maruti Suzuki,2008,162000.0,60000.0,Diesel
Tata Indica V2 DLX BS III,Tata,2005,60000.0,80000.0,Diesel
Mahindra Scorpio VLX 22 mHawk Airbag BSIV,Mahindra,2014,650000.0,77000.0,Diesel
Toyota Innova 25 E 8 STR,Toyota,2012,750000.0,75000.0,Diesel
Mahindra Xylo E8,Mahindra,2010,375000.0,40000.0,Diesel
Hyundai i20 Magna 12,Hyundai,2011,230000.0,47000.0,Petrol
Maruti Suzuki Omni,Maruti Suzuki,2000,35999.0,60000.0,Petrol
Mahindra KUV100,Mahindra,2016,380000.0,26500.0,Petrol
Mahindra KUV100 K8 6 STR,Mahindra,2019,560000.0,2875.0,Petrol
Datsun Go Plus,Datsun,2016,285000.0,13900.0,Petrol
Ford Endeavor 4x4 Thunder Plus,Ford,2019,2900000.0,9000.0,Diesel
